,Unnamed: 0,State,DentalPlan,PlanID_2015,IssuerID_2015,MultistatePlan_2015,MetalLevel_2015,ChildAdultOnly_2015,FIPSCode,ZipCode,CrosswalkLevel,ReasonForCrosswalk,PlanID_2016,IssuerID_2016,MultistatePlan_2016,MetalLevel_2016,ChildAdultOnly_2016,AgeOffPlanID_2016,IssuerID_AgeOff2016,MultistatePlan_AgeOff2016,MetalLevel_AgeOff2016,ChildAdultOnly_AgeOff2016,PlanID_2014,IssuerID_2014,MultistatePlan_2014,MetalLevel_2014,ChildAdultOnly_2014,AgeOffPlanID_2015,IssuerID_AgeOff2015,MultistatePlan_AgeOff2015,MetalLevel_AgeOff2015,ChildAdultOnly_AgeOff2015
168464,18459,GA,Y,63411GA0510003,63411,N,Low,0,13269,0,1,1,,,,,,,,,,,63411GA0510001,63411.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
101063,101063,SC,N,65122SC0010027,65122,Y,Silver,0,45049,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
96017,96017,AR,N,62141AR0080003,62141,N,Silver,0,5029,0,1,2,62141AR0080007,62141.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
15524,15524,FL,N,16842FL0120066,16842,N,Platinum,0,12113,0,0,0,16842FL0120066,16842.0,N,Platinum,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
227777,77772,OH,N,99969OH0040016,99969,N,Silver,2,39091,0,1,1,,,,,,,,,,,99969OH0040005,99969.0,N,Silver,2.0,00000XX0000000,0.0,X,X,X
196750,46745,MI,N,29698MI0540009,29698,N,Gold,0,26077,0,0,0,,,,,,,,,,,29698MI0540009,29698.0,N,Gold,2.0,00000XX0000000,0.0,X,X,X
26942,26942,PA,N,22444PA0040005,22444,N,Platinum,0,42041,0,2,3,22444PA0010021,22444.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
190894,40889,LA,N,67202LA0010003,67202,N,Silver,0,22047,0,0,0,,,,,,,,,,,67202LA0010003,67202.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
63960,63960,WI,N,38345WI0060010,38345,N,Bronze,0,55083,0,1,2,38345WI0060071,38345.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
220642,70637,NJ,N,10191NJ0150001,10191,N,Catastrophic,0,34037,0,0,0,,,,,,,,,,,10191NJ0150001,10191.0,N,Catastrophic,0.0,10191NJ0030001,10191.0,,Bronze,0
160264,10259,FL,N,00000XX0000000,0,X,X,X,12031,0,4,5,,,,,,,,,,,23841FL0080005,23841.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
6592,6592,TN,N,14002TN0320007,14002,N,Bronze,0,47009,0,1,2,14002TN0330044,14002.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
1598,1598,WY,N,11269WY0170003,11269,N,Gold,0,56033,0,0,0,11269WY0170003,11269.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
47154,47154,MT,N,32225MT0020006,32225,N,Silver,0,30083,0,0,0,32225MT0020006,32225.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
257766,107761,TX,N,33602TX0460060,33602,N,Gold,0,48365,0,2,1,,,,,,,,,,,33602TX0460002,33602.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
14492,14492,PA,N,16322PA0050032,16322,N,Gold,0,42129,0,2,2,16322PA0050033,16322.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
248719,98714,TN,Y,82120TN0630001,82120,N,Low,0,47045,0,0,0,,,,,,,,,,,82120TN0630001,82120.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
145788,145788,VA,Y,97927VA0030002,97927,N,High,1,51031,0,0,0,97927VA0030002,97927.0,N,High,1,00000XX0000000,0.0,X,X,X,,,,,,,,,,
84166,84166,NE,Y,50022NE0020005,50022,N,Low,0,31123,0,2,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
154624,4619,AR,N,75293AR0250001,75293,N,Gold,0,5013,0,0,0,,,,,,,,,,,75293AR0250001,75293.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
216752,66747,NE,N,00000XX0000000,0,X,X,X,31081,0,4,5,,,,,,,,,,,43198NE0200003,43198.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
201465,51460,MO,Y,30613MO0560001,30613,N,Low,0,29051,0,0,0,,,,,,,,,,,30613MO0560001,30613.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
153288,3283,AR,Y,28348AR0090001,28348,N,Low,1,5061,0,1,6,,,,,,,,,,,28348AR0010003,28348.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
179641,29636,IL,N,79763IL0670002,79763,N,Silver,0,17055,0,1,6,,,,,,,,,,,79763IL0010002,79763.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
35945,35945,ND,Y,27882ND0090001,27882,N,High,1,38033,0,0,0,27882ND0090001,27882.0,N,High,1,00000XX0000000,0.0,X,X,X,,,,,,,,,,
237108,87103,PA,Y,82110PA0030006,82110,N,Low,0,42129,0,0,0,,,,,,,,,,,82110PA0030006,82110.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
191,191,OR,N,10091OR0380005,10091,N,Silver,0,41041,0,1,6,10091OR0360005,10091.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
13271,13271,VA,Y,16064VA1270004,16064,N,High,0,51087,0,0,0,16064VA1270004,16064.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
32095,32095,NC,Y,25741NC0080001,25741,N,High,1,37147,0,0,0,25741NC0080001,25741.0,N,High,1,25741NC0060001,25741.0,N,High,0,,,,,,,,,,
278581,128576,WI,N,84670WI1250021,84670,N,Silver,0,55139,0,2,0,,,,,,,,,,,84670WI1250021,84670.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
149643,149643,OH,N,99969OH0040021,99969,N,Bronze,1,39157,0,0,0,99969OH0040021,99969.0,N,Bronze,1,99969OH0040020,99969.0,N,Bronze,2,,,,,,,,,,
122333,122333,GA,Y,83502GA0020005,83502,N,Low,0,13009,0,0,0,83502GA0020005,83502.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
278796,128791,WI,N,84670WI1250031,84670,N,Silver,0,55059,0,2,0,,,,,,,,,,,84670WI1250031,84670.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
227071,77066,OH,Y,99734OH0050005,99734,N,High,1,39087,0,1,2,,,,,,,,,,,99734OH0050001,99734.0,N,High,1.0,99734OH0050007,99734.0,,High,0
96475,96475,AR,N,62141AR0090003,62141,N,Silver,0,5117,0,1,6,62141AR0100007,62141.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
125164,125164,WI,Y,85005WI0030001,85005,N,High,0,55025,0,0,0,85005WI0030001,85005.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
97631,97631,SD,N,62210SD1450001,62210,N,Gold,0,46051,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
193905,43900,MI,N,15560MI0350004,15560,N,Gold,0,26067,0,0,0,,,,,,,,,,,15560MI0350004,15560.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
174576,24571,IA,N,00000XX0000000,0,X,X,X,19035,0,4,5,,,,,,,,,,,71268IA0060005,71268.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
183668,33663,IN,Y,83557IN0020004,83557,N,High,0,18051,0,1,2,,,,,,,,,,,83557IN0020001,83557.0,N,High,1.0,00000XX0000000,0.0,X,X,X
168736,18731,GA,Y,73231GA0070001,73231,N,High,0,13175,0,0,0,,,,,,,,,,,73231GA0070001,73231.0,N,High,0.0,00000XX0000000,0.0,X,X,X
14818,14818,FL,N,16842FL0070073,16842,N,Silver,0,12023,0,0,0,16842FL0070073,16842.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
247411,97406,TN,Y,22384TN0010004,22384,N,High,0,47051,0,0,0,,,,,,,,,,,22384TN0010004,22384.0,N,High,0.0,00000XX0000000,0.0,X,X,X
85751,85751,WV,Y,53843WV0010001,53843,N,Low,1,54021,0,1,2,53843WV0010006,53843.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
240647,90642,SD,N,60536SD0020017,60536,N,Platinum,0,46103,0,0,0,,,,,,,,,,,60536SD0020017,60536.0,N,Platinum,0.0,00000XX0000000,0.0,X,X,X
240946,90941,SD,Y,00000XX0000000,0,X,X,X,46003,57363,3,4,,,,,,,,,,,61214SD0020002,61214.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
101121,101121,SC,N,65122SC0010028,65122,Y,Gold,0,45065,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
218326,68321,NE,Y,45550NE0120001,45550,N,High,0,31067,0,0,0,,,,,,,,,,,45550NE0120001,45550.0,N,High,0.0,00000XX0000000,0.0,X,X,X
239249,89244,SC,Y,97325SC0060001,97325,N,High,0,45049,0,0,0,,,,,,,,,,,97325SC0060001,97325.0,N,High,0.0,00000XX0000000,0.0,X,X,X
231916,81911,OK,Y,87571OK0390001,87571,N,High,0,40077,0,0,0,,,,,,,,,,,87571OK0390001,87571.0,N,High,0.0,00000XX0000000,0.0,X,X,X
164564,14559,GA,Y,28167GA0010006,28167,N,Low,0,13205,0,0,0,,,,,,,,,,,28167GA0010006,28167.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
161746,11741,FL,Y,43274FL0010001,43274,N,Low,1,12031,0,0,0,,,,,,,,,,,43274FL0010001,43274.0,N,Low,1.0,43274FL0010002,43274.0,,Low,0
170038,20033,GA,Y,83502GA0020005,83502,N,Low,0,13237,0,0,0,,,,,,,,,,,83502GA0020005,83502.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
151347,1342,AL,Y,12538AL0020006,12538,N,Low,0,1057,0,1,2,,,,,,,,,,,12538AL0020002,12538.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
49015,49015,TX,N,33602TX0420001,33602,N,Gold,0,48447,0,2,6,33602TX0770007,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
60410,60410,GA,Y,37001GA0540001,37001,N,Low,0,13049,0,0,0,37001GA0540001,37001.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
211549,61544,NC,Y,94482NC0020004,94482,N,High,0,37073,0,2,2,,,,,,,,,,,94482NC0020001,94482.0,N,High,1.0,94482NC0020004,94482.0,,High,0
181559,31554,IN,N,17575IN0700024,17575,N,Bronze,0,18141,0,1,2,,,,,,,,,,,17575IN0700004,17575.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
279527,129522,WI,N,84670WI1270077,84670,N,Silver,0,55069,0,2,2,,,,,,,,,,,84670WI1270031,84670.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
243150,93145,SD,N,62210SD1450003,62210,N,Bronze,0,46033,0,1,6,,,,,,,,,,,62210SD1290012,62210.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
253555,103550,TX,Y,00000XX0000000,0,X,X,X,48071,0,4,5,,,,,,,,,,,33348TX0010002,33348.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
248352,98347,TN,N,66842TN0050018,66842,N,Silver,0,47161,0,2,6,,,,,,,,,,,66842TN0030005,66842.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
148268,148268,FL,Y,99787FL0010006,99787,N,Low,0,12123,0,0,0,99787FL0010006,99787.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
207107,57102,MT,N,23603MT0140002,23603,N,Catastrophic,0,30009,0,0,0,,,,,,,,,,,23603MT0140002,23603.0,N,Catastrophic,0.0,23603MT0160004,23603.0,,Bronze,0
280522,130517,WI,Y,91604WI0490001,91604,N,Low,0,55055,0,0,0,,,,,,,,,,,91604WI0490001,91604.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
213875,63870,ND,N,73751ND0080001,73751,N,Gold,0,38057,0,1,1,,,,,,,,,,,73751ND0080002,73751.0,N,Gold,1.0,73751ND0080001,73751.0,,Gold,0
110809,110809,IA,N,71268IA0070003,71268,N,Silver,0,19081,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
128563,128563,IN,Y,87417IN0010001,87417,N,Low,0,18081,0,0,0,87417IN0010001,87417.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
82407,82407,GA,N,49046GA0610004,49046,Y,Gold,0,13309,0,0,0,49046GA0610004,49046.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
121870,121870,MO,Y,82905MO0010001,82905,N,Low,0,29009,0,0,0,82905MO0010001,82905.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
74990,74990,NE,Y,45550NE0050001,45550,N,Low,0,31025,0,0,0,45550NE0050001,45550.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
270567,120562,VA,N,20507VA1180001,20507,N,Bronze,0,51057,0,1,2,,,,,,,,,,,20507VA1180004,20507.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
12368,12368,PA,Y,15614PA0020002,15614,N,Low,0,42121,0,2,2,15614PA0020004,15614.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
200471,50466,MI,N,98185MI0180005,98185,N,Silver,0,26087,0,1,2,,,,,,,,,,,98185MI0180002,98185.0,N,Catastrophic,0.0,98185MI0180005,98185.0,,Silver,0
171581,21576,GA,N,93332GA0720004,93332,N,Silver,0,13139,0,0,0,,,,,,,,,,,93332GA0720004,93332.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
249817,99812,TX,Y,23749TX0010001,23749,N,Low,1,48305,0,0,0,,,,,,,,,,,23749TX0010001,23749.0,N,Low,1.0,23749TX0010006,23749.0,,Low,0
146260,146260,MI,N,98185MI0440001,98185,N,Bronze,0,26093,0,2,0,98185MI0440001,98185.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
99980,99980,OR,N,63474OR0060001,63474,N,Bronze,0,41011,0,1,6,63474OR0330001,63474.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
87987,87987,TX,Y,55409TX0030001,55409,N,Low,1,48419,0,0,0,55409TX0030001,55409.0,N,Low,1,00000XX0000000,0.0,X,X,X,,,,,,,,,,
220237,70232,NH,N,96751NH0150016,96751,N,Bronze,0,33013,0,1,2,,,,,,,,,,,96751NH0150002,96751.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
192340,42335,LA,N,97176LA0340007,97176,N,Silver,0,22091,0,0,0,,,,,,,,,,,97176LA0340007,97176.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
47957,47957,MO,N,32753MO0770020,32753,N,Silver,0,29077,0,0,0,32753MO0770020,32753.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
37854,37854,TN,Y,28398TN0020001,28398,N,High,0,47015,0,0,0,28398TN0020001,28398.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
254354,104349,TX,N,33602TX0420001,33602,N,Gold,0,48145,0,0,0,,,,,,,,,,,33602TX0420001,33602.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
66212,66212,OK,Y,40254OK0020004,40254,N,High,0,40149,0,0,0,40254OK0020004,40254.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
202978,52973,MO,Y,32753MO0860004,32753,N,High,0,29179,0,1,1,,,,,,,,,,,32753MO0860002,32753.0,N,High,0.0,00000XX0000000,0.0,X,X,X
102128,102128,TN,N,66842TN0050037,66842,N,Silver,0,47011,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
14784,14784,WI,Y,16837WI0010006,16837,N,Low,0,55035,0,0,0,16837WI0010006,16837.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
104808,104808,IN,N,67920IN0510002,67920,N,Bronze,0,18031,0,0,0,67920IN0510002,67920.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
253873,103868,TX,Y,00000XX0000000,0,X,X,X,48199,0,4,5,,,,,,,,,,,33348TX0020001,33348.0,N,High,0.0,00000XX0000000,0.0,X,X,X
74622,74622,NE,Y,45550NE0010001,45550,N,Low,1,31053,0,0,0,45550NE0010001,45550.0,N,Low,1,00000XX0000000,0.0,X,X,X,,,,,,,,,,
120527,120527,PA,Y,82110PA0010001,82110,N,Low,1,42019,0,1,2,82110PA0010006,82110.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
29648,29648,TX,Y,23891TX0010004,23891,N,High,0,48001,0,0,0,23891TX0010004,23891.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
258315,108310,TX,N,33602TX0460110,33602,N,Silver,0,48447,0,2,1,,,,,,,,,,,33602TX0460004,33602.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
131262,131262,VA,N,88380VA0720019,88380,N,Bronze,0,51640,0,3,3,88380VA0890010,88380.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
140056,140056,OR,Y,95417OR0090001,95417,N,Low,1,41007,0,0,0,95417OR0090001,95417.0,N,Low,1,95417OR0140001,95417.0,N,Low,0,,,,,,,,,,
74488,74488,GA,N,45495GA0030015,45495,N,Silver,0,13151,0,1,6,70893GA0030003,70893.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
171035,21030,GA,Y,86637GA0010006,86637,N,Low,0,13257,0,0,0,,,,,,,,,,,86637GA0010006,86637.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
211863,61858,NC,Y,94482NC0020004,94482,N,High,0,37101,0,2,0,,,,,,,,,,,94482NC0020004,94482.0,N,High,0.0,00000XX0000000,0.0,X,X,X
151602,1597,AL,Y,12538AL0020006,12538,N,Low,0,1031,0,0,0,,,,,,,,,,,12538AL0020006,12538.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
23833,23833,IL,N,20129IL0340012,20129,N,Silver,0,17181,0,0,0,20129IL0340012,20129.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
128355,128355,WI,N,87416WI0010022,87416,N,Silver,0,55079,0,0,0,87416WI0010022,87416.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
25119,25119,VA,N,20507VA1190001,20507,N,Bronze,0,51141,0,2,1,20507VA1170021,20507.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
174157,24152,IA,N,00000XX0000000,0,X,X,X,19187,0,4,5,,,,,,,,,,,71268IA0050008,71268.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
101290,101290,OH,N,66083OH0610013,66083,N,Silver,0,39057,0,0,0,66083OH0610013,66083.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
243533,93528,TN,N,14002TN0230002,14002,Y,Silver,0,47153,0,0,0,,,,,,,,,,,14002TN0230002,14002.0,Y,Silver,0.0,00000XX0000000,0.0,X,X,X
100423,100423,KS,Y,63790KS0020006,63790,N,Low,0,20105,0,0,0,63790KS0020006,63790.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
177469,27464,IL,N,36096IL0760005,36096,N,Bronze,0,17123,0,0,0,,,,,,,,,,,36096IL0760005,36096.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
125750,125750,OK,N,85408OK0010014,85408,N,Bronze,0,40043,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
123847,123847,AZ,N,84251AZ0070009,84251,N,Silver,0,4003,0,2,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
106099,106099,FL,N,68398FL0030006,68398,N,Silver,0,12129,0,0,0,68398FL0030006,68398.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
278340,128335,WI,N,84670WI1250005,84670,N,Gold,0,55115,0,2,0,,,,,,,,,,,84670WI1250005,84670.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
206462,56457,MS,N,94237MS0010013,94237,N,Bronze,0,28061,0,0,0,,,,,,,,,,,94237MS0010013,94237.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
199209,49204,MI,Y,35700MI0020004,35700,N,High,0,26055,0,2,2,,,,,,,,,,,35700MI0020029,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
268303,118298,VA,N,10207VA0380003,10207,N,Gold,0,51107,0,0,0,,,,,,,,,,,10207VA0380003,10207.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
122124,122124,GA,Y,83502GA0020003,83502,N,High,0,13103,0,0,0,83502GA0020003,83502.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
108216,108216,GA,Y,68806GA0010003,68806,N,High,1,13265,0,0,0,68806GA0010003,68806.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
117301,117301,SC,Y,77305SC0210001,77305,N,Low,0,45037,0,0,0,77305SC0210001,77305.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
127686,127686,TX,N,87226TX0020002,87226,N,Gold,0,48027,0,1,6,29418TX0150003,29418.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
82257,82257,GA,N,49046GA0610003,49046,Y,Silver,0,13141,0,0,0,49046GA0610003,49046.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
11238,11238,MI,Y,15560MI0710001,15560,N,Low,0,26067,0,0,0,15560MI0710001,15560.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
94389,94389,TX,Y,61315TX0010001,61315,N,Low,0,48299,0,0,0,61315TX0010001,61315.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
104755,104755,IL,N,67807IL0280025,67807,N,Gold,0,17133,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
42254,42254,MI,N,29698MI0540008,29698,N,Silver,0,26135,0,3,0,29698MI0540008,29698.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
128554,128554,IN,Y,87417IN0010001,87417,N,Low,0,18001,0,0,0,87417IN0010001,87417.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
159730,9725,FL,N,16842FL0120044,16842,N,Bronze,0,12021,0,1,2,,,,,,,,,,,16842FL0120059,16842.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
135557,135557,NJ,N,91762NJ0110002,91762,N,Silver,0,34031,0,0,0,91762NJ0110002,91762.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
189976,39971,LA,Y,18802LA0010002,18802,N,High,1,22093,0,0,0,,,,,,,,,,,18802LA0010002,18802.0,N,High,1.0,18802LA0010004,18802.0,,High,0
136297,136297,IN,Y,91920IN0010004,91920,N,High,0,18041,0,0,0,91920IN0010004,91920.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
90661,90661,TX,Y,58609TX0010003,58609,N,High,0,48221,0,0,0,58609TX0010003,58609.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
179662,29657,IL,N,79763IL0670002,79763,N,Silver,0,17097,0,1,6,,,,,,,,,,,79763IL0010002,79763.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
77231,77231,WI,N,47342WI0050034,47342,N,Silver,0,55103,0,0,0,47342WI0050034,47342.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
92744,92744,SD,N,60536SD0020012,60536,N,Bronze,0,46097,0,0,0,60536SD0020012,60536.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
217255,67250,NE,N,00000XX0000000,0,X,X,X,31157,0,4,5,,,,,,,,,,,43198NE0200008,43198.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
87823,87823,TX,N,55409TX0020016,55409,N,Gold,0,48471,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
180494,30489,IL,N,79763IL0670002,79763,N,Silver,0,17129,0,2,6,,,,,,,,,,,79763IL0040002,79763.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
273139,123134,VA,N,88380VA0720022,88380,N,Silver,0,51133,0,1,2,,,,,,,,,,,88380VA0720007,88380.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
149158,149158,OH,N,99969OH0040016,99969,N,Silver,2,39043,0,0,0,99969OH0040016,99969.0,N,Silver,2,00000XX0000000,0.0,X,X,X,,,,,,,,,,
241101,91096,SD,Y,00000XX0000000,0,X,X,X,46107,57450,3,4,,,,,,,,,,,61214SD0020002,61214.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
268145,118140,UT,Y,68809UT0010004,68809,N,Low,0,49007,0,0,0,,,,,,,,,,,68809UT0010004,68809.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
197945,47940,MI,Y,35700MI0020006,35700,N,Low,0,26017,0,2,2,,,,,,,,,,,35700MI0020014,35700.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
86564,86564,NC,N,54332NC0030004,54332,N,Silver,0,37109,0,0,0,54332NC0030004,54332.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
271984,121979,VA,Y,54965VA0020001,54965,N,Low,1,51059,0,2,0,,,,,,,,,,,54965VA0020001,54965.0,N,Low,1.0,54965VA0020002,54965.0,,Low,0
270387,120382,VA,N,20507VA1180002,20507,N,Bronze,0,51167,0,0,0,,,,,,,,,,,20507VA1180002,20507.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
199686,49681,MI,Y,35700MI0020004,35700,N,High,0,26013,0,2,2,,,,,,,,,,,35700MI0020035,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
92407,92407,SD,N,60536SD0020006,60536,N,Gold,0,46075,0,0,0,60536SD0020006,60536.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
204257,54252,MO,N,44527MO0150003,44527,N,Bronze,0,29065,0,0,0,,,,,,,,,,,44527MO0150003,44527.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
67703,67703,TX,N,40788TX0170002,40788,N,Bronze,0,48235,0,0,0,40788TX0170002,40788.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
173759,23754,IA,N,00000XX0000000,0,X,X,X,19183,0,4,5,,,,,,,,,,,71268IA0050004,71268.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
184067,34062,IN,Y,83557IN0020005,83557,N,Low,0,18113,0,0,0,,,,,,,,,,,83557IN0020005,83557.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
172597,22592,IA,Y,63366IA0020001,63366,N,High,0,19037,0,0,0,,,,,,,,,,,63366IA0020001,63366.0,N,High,0.0,00000XX0000000,0.0,X,X,X
107234,107234,UT,N,68781UT0030003,68781,N,Gold,0,49043,0,0,0,68781UT0030003,68781.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
110450,110450,IA,N,71268IA0050006,71268,N,Bronze,0,19075,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
104501,104501,MI,N,67577MI0390012,67577,N,Bronze,0,26063,0,2,0,67577MI0390012,67577.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
