,Unnamed: 0,State,DentalPlan,PlanID_2015,IssuerID_2015,MultistatePlan_2015,MetalLevel_2015,ChildAdultOnly_2015,FIPSCode,ZipCode,CrosswalkLevel,ReasonForCrosswalk,PlanID_2016,IssuerID_2016,MultistatePlan_2016,MetalLevel_2016,ChildAdultOnly_2016,AgeOffPlanID_2016,IssuerID_AgeOff2016,MultistatePlan_AgeOff2016,MetalLevel_AgeOff2016,ChildAdultOnly_AgeOff2016,PlanID_2014,IssuerID_2014,MultistatePlan_2014,MetalLevel_2014,ChildAdultOnly_2014,AgeOffPlanID_2015,IssuerID_AgeOff2015,MultistatePlan_AgeOff2015,MetalLevel_AgeOff2015,ChildAdultOnly_AgeOff2015
68125,68125,TX,N,40788TX0180006,40788,N,Silver,0,48027,0,0,0,40788TX0180006,40788.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
141551,141551,LA,N,97176LA0340001,97176,N,Platinum,0,22035,0,1,2,97176LA0340015,97176.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
196810,46805,MI,N,29698MI0540010,29698,N,Catastrophic,0,26055,0,0,0,,,,,,,,,,,29698MI0540010,29698.0,N,Catastrophic,2.0,29698MI0540007,29698.0,,Bronze,0
223971,73966,OH,N,28162OH0060023,28162,N,Bronze,0,39157,0,0,0,,,,,,,,,,,28162OH0060023,28162.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
174056,24051,IA,N,00000XX0000000,0,X,X,X,19183,0,4,5,,,,,,,,,,,71268IA0050007,71268.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
231019,81014,OK,N,87571OK0290010,87571,N,Catastrophic,0,40119,0,0,0,,,,,,,,,,,87571OK0290010,87571.0,N,Catastrophic,0.0,87571OK0290005,87571.0,,Bronze,0
46109,46109,WV,N,31274WV0330004,31274,N,Gold,0,54033,0,0,0,31274WV0330004,31274.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
243138,93133,SD,N,62210SD1450003,62210,N,Bronze,0,46009,0,1,6,,,,,,,,,,,62210SD1290012,62210.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
228949,78944,OK,Y,40254OK0020006,40254,N,Low,0,40081,0,2,0,,,,,,,,,,,40254OK0020006,40254.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
102344,102344,TN,N,66842TN0050047,66842,N,Bronze,0,47107,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
94492,94492,TX,Y,61315TX0010001,61315,N,Low,0,48177,0,0,0,61315TX0010001,61315.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
72427,72427,GA,N,43802GA0040009,43802,N,Bronze,0,13127,0,0,0,43802GA0040009,43802.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
194304,44299,MI,Y,15560MI0730001,15560,N,Low,0,26045,0,2,0,,,,,,,,,,,15560MI0730001,15560.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
275577,125572,VA,Y,97927VA0030002,97927,N,High,1,51157,0,0,0,,,,,,,,,,,97927VA0030002,97927.0,N,High,1.0,97927VA0030004,97927.0,,High,0
76512,76512,AL,N,46944AL0300001,46944,N,Platinum,0,1095,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
31084,31084,TN,Y,24601TN0020004,24601,N,High,0,47173,0,0,0,24601TN0020004,24601.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
105300,105300,AL,N,68259AL0030008,68259,N,Bronze,0,1085,0,1,6,68259AL0040008,68259.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
184568,34563,IN,Y,91920IN0010004,91920,N,High,0,18137,0,1,2,,,,,,,,,,,91920IN0010002,91920.0,N,High,1.0,91920IN0010004,91920.0,,High,0
78470,78470,TX,Y,47665TX0020006,47665,N,Low,0,48299,0,0,0,47665TX0020006,47665.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
197508,47503,MI,Y,35700MI0020004,35700,N,High,0,26139,0,2,2,,,,,,,,,,,35700MI0020008,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
164322,14317,GA,Y,28167GA0010004,28167,N,High,0,13035,0,0,0,,,,,,,,,,,28167GA0010004,28167.0,N,High,0.0,00000XX0000000,0.0,X,X,X
233533,83528,PA,N,33709PA0420011,33709,N,Gold,0,42011,0,0,0,,,,,,,,,,,33709PA0420011,33709.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
196197,46192,MI,N,29698MI0540001,29698,N,Silver,2,26075,0,0,0,,,,,,,,,,,29698MI0540001,29698.0,N,Silver,2.0,00000XX0000000,0.0,X,X,X
200938,50933,MO,Y,29416MO0020006,29416,N,Low,0,29147,0,2,2,,,,,,,,,,,29416MO0020002,29416.0,N,Low,1.0,29416MO0020006,29416.0,,Low,0
215080,65075,NE,N,15438NE0180002,15438,N,Silver,0,31103,0,2,0,,,,,,,,,,,15438NE0180002,15438.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
224071,74066,OH,N,28162OH0060063,28162,N,Bronze,0,39019,0,0,0,,,,,,,,,,,28162OH0060063,28162.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
75698,75698,NE,Y,45550NE0130001,45550,N,High,0,31101,0,0,0,45550NE0130001,45550.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
271991,121986,VA,Y,54965VA0020001,54965,N,Low,1,51093,0,2,0,,,,,,,,,,,54965VA0020001,54965.0,N,Low,1.0,54965VA0020002,54965.0,,Low,0
93691,93691,IL,Y,60600IL0010004,60600,N,Low,0,17163,0,0,0,60600IL0010004,60600.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
220049,70044,NE,Y,50022NE0020006,50022,N,High,0,31123,69125,3,0,,,,,,,,,,,50022NE0020006,50022.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
58528,58528,IL,N,36096IL0760010,36096,N,Catastrophic,0,17133,0,2,6,36096IL0990019,36096.0,N,Catastrophic,0,36096IL0990091,36096.0,N,Bronze,0,,,,,,,,,,
46660,46660,MT,N,32225MT0010002,32225,N,Silver,0,30111,0,0,0,32225MT0010002,32225.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
25278,25278,VA,N,20507VA1190002,20507,N,Catastrophic,0,51157,0,2,6,20507VA1170019,20507.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
30795,30795,TX,Y,24349TX0010006,24349,N,Low,0,48257,0,0,0,24349TX0010006,24349.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
102771,102771,TN,N,66842TN0050066,66842,N,Gold,0,47089,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
217283,67278,NE,Y,45550NE0010001,45550,N,Low,1,31027,0,0,0,,,,,,,,,,,45550NE0010001,45550.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
152266,2261,AL,Y,46944AL0500001,46944,N,Low,0,1123,0,0,0,,,,,,,,,,,46944AL0500001,46944.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
251238,101233,TX,Y,23891TX0010004,23891,N,High,0,48267,0,2,0,,,,,,,,,,,23891TX0010004,23891.0,N,High,0.0,00000XX0000000,0.0,X,X,X
52333,52333,TX,N,33602TX0460035,33602,N,Gold,0,48103,0,1,2,33602TX0460271,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
100087,100087,KS,Y,63790KS0020003,63790,N,High,0,20017,0,0,0,63790KS0020003,63790.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
47509,47509,MO,N,32753MO0770015,32753,N,Bronze,0,29053,0,0,0,32753MO0770015,32753.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
225973,75968,OH,Y,47509OH0020003,47509,N,High,0,39045,0,0,0,,,,,,,,,,,47509OH0020003,47509.0,N,High,0.0,00000XX0000000,0.0,X,X,X
45736,45736,WV,N,31274WV0310001,31274,Y,Gold,0,54047,0,0,0,31274WV0310001,31274.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
160595,10590,FL,Y,30115FL0050001,30115,N,High,0,12117,0,0,0,,,,,,,,,,,30115FL0050001,30115.0,N,High,0.0,00000XX0000000,0.0,X,X,X
11300,11300,MI,Y,15560MI0720001,15560,N,Low,0,26105,0,0,0,15560MI0720001,15560.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
175287,25282,IA,N,00000XX0000000,0,X,X,X,19079,0,4,5,,,,,,,,,,,71268IA0070005,71268.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
193372,43367,ME,N,48396ME0930003,48396,Y,Silver,0,23031,0,1,2,,,,,,,,,,,48396ME0710007,48396.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
93422,93422,IL,Y,60600IL0010001,60600,N,High,1,17135,0,0,0,60600IL0010001,60600.0,N,High,1,60600IL0010003,60600.0,N,High,0,,,,,,,,,,
153359,3354,AR,Y,28348AR0090002,28348,N,High,1,5053,0,1,6,,,,,,,,,,,28348AR0010004,28348.0,N,High,1.0,00000XX0000000,0.0,X,X,X
258381,108376,TX,N,33602TX0460119,33602,N,Bronze,0,48071,0,2,1,,,,,,,,,,,33602TX0460005,33602.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
38074,38074,NV,N,29211NV0320005,29211,N,Bronze,0,32023,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
31219,31219,TN,Y,24601TN0020005,24601,N,Low,0,47029,0,0,0,24601TN0020005,24601.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
230286,80281,OK,N,85408OK0010009,85408,N,Silver,0,40027,0,2,0,,,,,,,,,,,85408OK0010009,85408.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
135480,135480,NJ,N,91762NJ0070015,91762,N,Catastrophic,0,34035,0,0,0,91762NJ0070015,91762.0,N,Catastrophic,0,91762NJ0070002,91762.0,N,Bronze,0,,,,,,,,,,
272792,122787,VA,N,88380VA0720020,88380,N,Bronze,0,51640,0,1,2,,,,,,,,,,,88380VA0720004,88380.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
205342,55337,MS,N,48963MS0500008,48963,N,Bronze,0,28007,0,0,0,,,,,,,,,,,48963MS0500008,48963.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
220906,70901,NJ,N,91762NJ0070002,91762,N,Bronze,0,34025,0,0,0,,,,,,,,,,,91762NJ0070002,91762.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
175543,25538,IA,N,00000XX0000000,0,X,X,X,19145,0,4,5,,,,,,,,,,,71268IA0070008,71268.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
236980,86975,PA,Y,82110PA0030004,82110,N,High,0,42007,0,0,0,,,,,,,,,,,82110PA0030004,82110.0,N,High,0.0,00000XX0000000,0.0,X,X,X
237448,87443,PA,N,91303PA0020004,91303,N,Bronze,0,42125,0,1,2,,,,,,,,,,,91303PA0020005,91303.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
36854,36854,OH,N,28162OH0060034,28162,N,Gold,0,39157,0,0,0,28162OH0060034,28162.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
30096,30096,TX,Y,24349TX0010001,24349,N,Low,1,48261,0,1,2,24349TX0010006,24349.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
135978,135978,IN,N,91842IN0190034,91842,N,Gold,0,18115,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
23131,23131,IL,N,20129IL0300016,20129,N,Bronze,0,17017,0,1,2,20129IL0300013,20129.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
48937,48937,IN,N,33380IN0020003,33380,N,Silver,0,18075,0,0,0,33380IN0020003,33380.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
46362,46362,WV,N,31274WV0340003,31274,N,Gold,0,54019,0,1,2,31274WV0340002,31274.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
33648,33648,TX,N,26539TX0140003,26539,N,Silver,0,48353,0,0,0,26539TX0140003,26539.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
266465,116460,UT,N,38927UT0310002,38927,N,Silver,0,49037,0,0,0,,,,,,,,,,,38927UT0310002,38927.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
212049,62044,NC,Y,94482NC0020006,94482,N,Low,0,37073,0,2,0,,,,,,,,,,,94482NC0020006,94482.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
198196,48191,MI,Y,35700MI0020006,35700,N,Low,0,26021,0,2,2,,,,,,,,,,,35700MI0020017,35700.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
78877,78877,GA,N,47783GA0510021,47783,N,Gold,0,13079,0,1,6,82824GA0100031,82824.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
33622,33622,TX,N,26539TX0140003,26539,N,Silver,0,48011,0,0,0,26539TX0140003,26539.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
76592,76592,AL,N,46944AL0360001,46944,N,Gold,0,1085,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
253411,103406,TX,Y,00000XX0000000,0,X,X,X,48291,0,4,5,,,,,,,,,,,33348TX0010001,33348.0,N,High,1.0,00000XX0000000,0.0,X,X,X
60196,60196,IN,N,36373IN0020006,36373,N,Bronze,0,18035,0,0,0,36373IN0020006,36373.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
220567,70562,NJ,N,10191NJ0070001,10191,N,Bronze,0,34013,0,0,0,,,,,,,,,,,10191NJ0070001,10191.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
170033,20028,GA,Y,83502GA0020005,83502,N,Low,0,13227,0,0,0,,,,,,,,,,,83502GA0020005,83502.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
249208,99203,TX,Y,19312TX0010001,19312,N,Low,1,48103,0,0,0,,,,,,,,,,,19312TX0010001,19312.0,N,Low,1.0,19312TX0010003,19312.0,,Low,0
275488,125483,VA,Y,97927VA0030001,97927,N,High,1,51710,0,0,0,,,,,,,,,,,97927VA0030001,97927.0,N,High,1.0,97927VA0030003,97927.0,,High,0
264264,114259,TX,Y,58609TX0010002,58609,N,Low,1,48133,0,0,0,,,,,,,,,,,58609TX0010002,58609.0,N,Low,1.0,58609TX0010004,58609.0,,Low,0
225848,75843,OH,Y,47509OH0020004,47509,N,High,0,39147,0,1,2,,,,,,,,,,,47509OH0020001,47509.0,N,High,1.0,00000XX0000000,0.0,X,X,X
